"district","school","pga","soil","building","type","built"
"Franklin Pierce","Elmhurst Elementary",52.84,"Very Dense Soil/Soft Rock - Firm Soil","400 Building","Permanent",2002
"Franklin Pierce","Elmhurst Elementary",52.84,"Very Dense Soil/Soft Rock - Firm Soil","Portable 1","Portable",1995
"Franklin Pierce","Elmhurst Elementary",52.84,"Very Dense Soil/Soft Rock - Firm Soil","200 Building","Permanent",1965
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 11","Permanent",1955
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 1","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 8","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Stadium","Permanent",1962
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 16","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 4","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 10 Cafeteria","Permanent",1955
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 6","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 3","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 14","Permanent",1955
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 18","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 17","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 7","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 12","Permanent",1955
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 2","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 5","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 13","Permanent",1955
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 9","Permanent",1952
"Franklin Pierce","Franklin Pierce High",52.4,"Very Dense Soil and Soft Rock","Building 15 Gym","Permanent",1952
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Administration Office Building","Permanent",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 1","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 4","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Tri Transition Portable 5","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Tri Transition Portable 6","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 11","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Multi-purpose Building","Permanent",1976
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 10","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 2","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 8","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 9","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 7","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Portable 3","Portable",1980
"Franklin Pierce","GATES High",53.02,"Very Dense Soil/Soft Rock - Firm Soil","Storage Shed","Permanent",1980
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","300 Building","Permanent",1955
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","200 Building ","Permanent",1955
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","Portable 2","Portable",1997
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","Portable 1","Portable",1995
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","Portable 4","Portable",2014
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","Portable 3","Portable",1997
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","400 Building","Permanent",1992
"Franklin Pierce","Harvard Elementary",52.55,"Very Dense Soil and Soft Rock","100 Building","Permanent",1955
"Franklin Pierce","James Sales Elementary",53.17,"Very Dense Soil/Soft Rock - Firm Soil","Portable 121","Portable",1995
"Franklin Pierce","James Sales Elementary",53.17,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1953
"Franklin Pierce","James Sales Elementary",53.17,"Very Dense Soil/Soft Rock - Firm Soil","Portable 123","Portable",1995
"Franklin Pierce","James Sales Elementary",53.17,"Very Dense Soil/Soft Rock - Firm Soil","Portable 124","Portable",1995
"Franklin Pierce","James Sales Elementary",53.17,"Very Dense Soil/Soft Rock - Firm Soil","Portable 122","Portable",1995
"Franklin Pierce","James Sales Elementary",53.17,"Very Dense Soil/Soft Rock - Firm Soil","Portable 120","Portable",1995
"Franklin Pierce","Jo Anne Matson Administrative Center",52.96,"Very Dense Soil/Soft Rock - Firm Soil","Board Room","Permanent",2002
"Franklin Pierce","Jo Anne Matson Administrative Center",52.96,"Very Dense Soil/Soft Rock - Firm Soil","Finance/HR Office","Permanent",1985
"Franklin Pierce","Jo Anne Matson Administrative Center",52.96,"Very Dense Soil/Soft Rock - Firm Soil","Superintendent's Office","Permanent",1977
"Franklin Pierce","Midland Elementary",52.35,"Very Dense Soil and Soft Rock","Portable 400","Portable",2012
"Franklin Pierce","Midland Elementary",52.35,"Very Dense Soil and Soft Rock","Main Building","Permanent",2003
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 6","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 5","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","400 Building","Permanent",1958
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","700 Building","Permanent",1958
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","600 Building","Permanent",1958
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 1","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","100 Building","Permanent",1958
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 2","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","300 Building","Permanent",1958
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 3","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 4","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 8","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","Portable 7","Portable",1995
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","500 Building","Permanent",1958
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","800 Building","Permanent",1965
"Franklin Pierce","Morris Ford Middle",52.45,"Very Dense Soil and Soft Rock","200 Building","Permanent",1958
"Franklin Pierce","Natural Science Resource Center",,"","Building 100","Portable",1995
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","300 Building","Permanent",1961
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","500 Science Building","Permanent",1967
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","400 Building","Permanent",1961
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","600 Cafeteria Building","Permanent",1961
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","Portable 1","Portable",1995
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","Portable 4","Portable",1995
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","100 Building","Permanent",1961
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","Portable 2","Portable",1995
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","200 Building","Permanent",1961
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","700 Gym Building","Permanent",1961
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","Administration Building","Permanent",1961
"Franklin Pierce","Perry G Keithley Middle",53.12,"Very Dense Soil/Soft Rock - Firm Soil","Portable 3","Portable",1995
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","200 Building","Permanent",1969
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","800 Building","Permanent",1993
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","600 Building","Permanent",1969
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","400 Building","Permanent",1969
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","South Portable","Portable",1995
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","300 Building","Permanent",1969
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","700 Building","Permanent",1993
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","900 Building","Permanent",1993
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","500 Building","Permanent",1969
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","North Portable","Portable",1995
"Franklin Pierce","Washington High",53.14,"Very Dense Soil/Soft Rock - Firm Soil","100 Building","Permanent",1969
"Freeman","Freeman Elementary",21.51,"Firm Soil","Elementary M.P. building","Permanent",2012
"Freeman","Freeman Elementary",21.51,"Firm Soil","Elementary School Building","Permanent",2012
"Freeman","Freeman High",21.52,"Firm Soil","Bus Barn","Permanent",1986
"Freeman","Freeman High",21.52,"Firm Soil","Concession Sales Building","Permanent",1995
"Freeman","Freeman High",21.52,"Firm Soil","Fire Pump House Building","Permanent",2010
"Freeman","Freeman High",21.52,"Firm Soil","Greenhouse","Permanent",2011
"Freeman","Freeman High",21.52,"Firm Soil","Main Building","Permanent",2010
"Freeman","Freeman High",21.52,"Firm Soil","Maintenance Building","Permanent",1986
"Freeman","Freeman High",21.52,"Firm Soil","Press Box","Permanent",1994
"Freeman","Freeman High",21.52,"Firm Soil","Vo-Ag Building","Permanent",1986
"Freeman","Freeman Middle",21.51,"Firm Soil","Middle School Building","Permanent",1990
"Freeman","Freeman Middle",21.51,"Firm Soil","Middle School Portable","Portable",1995
"Freeman","Transportation Cooperative",21.51,"Firm Soil","Transportation Co-op","Permanent",2013
"Garfield","Garfield Elementary",19.4,"Firm Soil","Main Building","Permanent",1955
"Garfield","Garfield Middle",19.55,"Firm Soil","Bus Garage","Permanent",1955
"Garfield","Garfield Middle",19.55,"Firm Soil","Main Building","Permanent",1955
"Glenwood","Glenwood Elementary",32.56,"Firm Soil - Soft Soil","Glenwood Elementary","Permanent",1981
"Glenwood","Glenwood Secondary",32.56,"Firm Soil - Soft Soil","Bus Barn","Permanent",1987
"Glenwood","Glenwood Secondary",32.56,"Firm Soil - Soft Soil","Main Building","Permanent",1981
"Goldendale","Bus Barn",,"","Bus Barn","Permanent",1976
"Goldendale","District Office/Maintenance Building",,"","District Office/Maintenance Building","Permanent",1976
"Goldendale","Goldendale High",18.72,"Rock","AG Shop","Permanent",1990
"Goldendale","Goldendale High",18.72,"Rock","Goldendale High School","Permanent",1976
"Goldendale","Goldendale High",18.72,"Rock","Grandstand","Permanent",1950
"Goldendale","Goldendale High",18.72,"Rock","Greenhouse","Permanent",1992
"Goldendale","Goldendale Middle",18.73,"Rock","Goldendale Middle School","Permanent",1987
"Goldendale","Goldendale Middle",18.73,"Rock","Music Room","Portable",1978
"Goldendale","Goldendale Primary",18.73,"Rock","Primary School","Permanent",1952
"Goldendale","Goldendale Primary",18.73,"Rock","Primary Portables","Portable",1980
"Grand Coulee Dam","Grand Coulee Dam Middle",23.67,"Firm Soil","Art Building","Permanent",1972
"Grand Coulee Dam","Grand Coulee Dam Middle",23.67,"Firm Soil","Main Building","Permanent",1955
"Grand Coulee Dam","Lake Roosevelt K-12",,"","Auto Shop","Permanent",1974
"Grand Coulee Dam","Lake Roosevelt K-12",,"","Main Building","Permanent",2014
"Grand Coulee Dam","Lake Roosevelt K-12",,"","Old LRHS","Permanent",1955
"Grand Coulee Dam","Lake Roosevelt K-12",,"","Wood Shop","Permanent",1974
"Grandview","Grandview High",27.89,"Firm Soil","100 Building","Permanent",1978
"Grandview","Grandview High",27.89,"Firm Soil","200 Building","Permanent",1978
"Grandview","Grandview High",27.89,"Firm Soil","300 Building","Permanent",1978
"Grandview","Grandview High",27.89,"Firm Soil","400 Building","Permanent",1998
"Grandview","Grandview High",27.89,"Firm Soil","Football Field Storage Shed","Permanent",1981
"Grandview","Grandview High",27.89,"Firm Soil","Grandstands","Permanent",1978
"Grandview","Grandview High",27.89,"Firm Soil","Greenhouse","Permanent",2004
"Grandview","Grandview High",27.89,"Firm Soil","Main Building","Permanent",1978
"Grandview","Grandview High",27.89,"Firm Soil","501-2 Portable","Portable",1985
"Grandview","Grandview High",27.89,"Firm Soil","601-2 Portable","Portable",2008
"Grandview","Grandview Middle",27.87,"Firm Soil","400 Building","Permanent",1960
"Grandview","Grandview Middle",27.87,"Firm Soil","600 Modular","Permanent",2000
"Grandview","Grandview Middle",27.87,"Firm Soil","Main Building","Permanent",1955
"Grandview","Grandview Middle",27.87,"Firm Soil","Storage Shed","Permanent",1990
"Grandview","Grandview Middle",27.87,"Firm Soil","500-1 Portable","Portable",1985
"Grandview","Grandview Middle",27.87,"Firm Soil","502-3 Portable","Portable",1985
"Grandview","Grandview Middle",27.87,"Firm Soil","504-5 Portable","Portable",1985
"Grandview","Grandview Middle",27.87,"Firm Soil","506-7 Portable","Portable",1995
"Grandview","Grandview Middle",27.87,"Firm Soil","700-1 Portable","Portable",2000
"Grandview","McClure Elementary",27.85,"Firm Soil","Main Building","Permanent",2003
"Grandview","Smith Elementary",27.79,"Firm Soil","300 Modular","Permanent",2000
"Grandview","Smith Elementary",27.79,"Firm Soil","Main Building","Permanent",1953
"Grandview","Smith Elementary",27.79,"Firm Soil","401-2 Portable","Portable",1995
"Grandview","Smith Elementary",27.79,"Firm Soil","403-4 Portable","Portable",2001
"Grandview","Smith Elementary",27.79,"Firm Soil","405-6 Portable","Portable",2011
"Grandview","Thompson Elementary",27.86,"Firm Soil","Bus Barn","Permanent",1948
"Grandview","Thompson Elementary",27.86,"Firm Soil","Main Building","Permanent",2002
"Grandview","Thompson Elementary",27.86,"Firm Soil","23-24 Portable","Portable",1988
"Granger","Granger High",28.16,"Firm Soil","Concessions","Permanent",1988
"Granger","Granger High",28.16,"Firm Soil","Grandstands","Permanent",1988
"Granger","Granger High",28.16,"Firm Soil","High School Main Building","Permanent",1959
"Granger","Granger High",28.16,"Firm Soil","Vocational","Permanent",1959
"Granger","Granger High",28.16,"Firm Soil","Aqua Culture","Portable",1980
"Granger","Granger High",28.16,"Firm Soil","Greenhouse","Portable",1987
"Granger","Granger High",28.16,"Firm Soil","High School Portable","Portable",1980
"Granger","Granger Middle",28.15,"Firm Soil","Main Building","Permanent",1945
"Granger","Granger Middle",28.15,"Firm Soil","Portable 1","Portable",1975
"Granger","Granger Middle",28.15,"Firm Soil","Portable 2","Portable",1975
"Granger","Granger Middle",28.15,"Firm Soil","Portable 3","Portable",1975
"Granger","Granger Middle",28.15,"Firm Soil","Portable 4","Portable",1975
"Granger","Roosevelt Elementary",28.14,"Firm Soil","Roosevelt School Main building","Permanent",1999
"Granger","Roosevelt Elementary",28.14,"Firm Soil","Portable 10","Portable",1996
